1,1,2022-10-22 19:28:08.713+07,1,::1,GET,/products,200,465.701,557.761
2,1,2022-10-22 19:29:59.463+07,1,::1,GET,/produc,404,15.888,28.53
3,1,2022-10-24 08:28:37.046+07,1,::1,PUT,/users?userid=25&role=3,200,576.964,614.88
4,1,2022-10-24 08:29:01.073+07,1,::1,PUT,/users?userid=25&role=2,200,522.694,524.268
5,,2022-10-24 09:13:22.954+07,,::1,POST,/login,200,639.866,650.292
6,,2022-10-24 09:13:43.851+07,,::1,OPTIONS,/users?role=3,204,3.704,7.167
7,26,2022-10-24 09:13:44.88+07,1,::1,GET,/users?role=3,200,747.888,749.341
8,,2022-10-24 09:19:18.709+07,,::1,OPTIONS,/users?role=3,204,0.746,2.336
9,,2022-10-24 09:20:05.136+07,,::1,OPTIONS,/users?role=2,204,0.664,1.883
10,,2022-10-24 09:20:07.913+07,,::1,OPTIONS,/users?role=3,204,110.638,114.572
11,,2022-10-24 09:20:09.559+07,,::1,OPTIONS,/users?role=2,204,0.957,3.03
12,,2022-10-24 09:21:31.078+07,,::1,OPTIONS,/users?role=3,204,1.049,2.494
13,,2022-10-24 09:21:33.368+07,,::1,OPTIONS,/users?role=2,204,0.873,2.758
14,,2022-10-24 09:21:34.781+07,,::1,OPTIONS,/users?role=3,204,0.753,2.49
15,,2022-10-24 09:21:36.18+07,,::1,OPTIONS,/users?role=2,204,1.09,3.012
16,,2022-10-24 09:21:37.614+07,,::1,OPTIONS,/users?role=3,204,2.663,4.067
17,,2022-10-24 09:21:39.929+07,,::1,OPTIONS,/users?role=2,204,0.686,10.422
18,,2022-10-24 09:21:44.456+07,,::1,OPTIONS,/users?role=3,204,0.787,2.026
19,,2022-10-24 09:23:47.722+07,,::1,OPTIONS,/users?role=3,204,0.637,1.906
20,,2022-10-24 09:23:49.734+07,,::1,OPTIONS,/users?role=2,204,0.766,2.579
21,,2022-10-24 09:23:52.875+07,,::1,OPTIONS,/users?role=3,204,0.871,2.607
22,,2022-10-24 09:23:56.035+07,,::1,OPTIONS,/users?role=2,204,0.68,2.01
23,,2022-10-24 09:26:13.922+07,,::1,OPTIONS,/users?role=3,204,0.553,1.828
24,,2022-10-24 09:26:15.802+07,,::1,OPTIONS,/users?role=2,204,0.499,1.567
25,,2022-10-24 09:26:22.591+07,,::1,OPTIONS,/users?role=3,204,0.536,1.73
26,,2022-10-24 09:26:32.336+07,,::1,OPTIONS,/users?role=2,204,0.493,1.862
27,,2022-10-24 09:26:36.008+07,,::1,OPTIONS,/users?role=3,204,0.607,2.6
28,,2022-10-24 09:26:36.533+07,,::1,OPTIONS,/users?role=2,204,0.534,1.571
29,,2022-10-24 09:26:52.04+07,,::1,OPTIONS,/users?role=3,204,0.794,2.076
30,,2022-10-24 09:26:53.4+07,,::1,OPTIONS,/users?role=2,204,0.53,1.732
31,,2022-10-24 09:29:11.762+07,,::1,OPTIONS,/users?role=3,204,0.641,2.334
32,,2022-10-24 09:29:13.92+07,,::1,OPTIONS,/users?role=2,204,0.715,1.925
33,,2022-10-24 09:29:20.196+07,,::1,OPTIONS,/users?role=3,204,0.51,1.779
34,,2022-10-24 09:29:36.013+07,,::1,OPTIONS,/users?role=2,204,0.69,2.511
35,,2022-10-24 09:29:48.435+07,,::1,OPTIONS,/users?role=3,204,0.558,1.717
36,,2022-10-24 11:51:29.111+07,,::1,GET,/payments,200,308.973,460.748
37,,2022-10-24 13:36:05.956+07,,::1,GET,/payments,304,329.237,336.823
38,,2022-10-24 13:38:59.97+07,,::1,GET,/payments,304,395.236,396.606
39,,2022-10-24 13:39:29.792+07,,::1,GET,/payments,304,354.32,355.403
40,,2022-10-24 13:39:30.825+07,,::1,GET,/payments,304,33.084,34.345
41,,2022-10-24 13:39:36.264+07,,::1,GET,/payments,304,19.123,20.384
42,,2022-10-24 13:40:21.961+07,,::1,GET,/payments,304,296.325,297.859
43,,2022-10-24 13:41:09.444+07,,::1,GET,/payments,304,294.121,295.324
44,,2022-10-24 13:41:45.948+07,,::1,GET,/payments,304,305.446,306.633
45,,2022-10-24 13:42:11.452+07,,::1,GET,/payments,304,293.456,295.173
46,,2022-10-24 13:43:56.044+07,,::1,GET,/payments,304,280.894,282.063
47,,2022-10-24 13:44:31.289+07,,::1,GET,/payments,304,295.397,296.492
48,,2022-10-24 13:56:40.238+07,,::1,GET,/payments,304,329.694,331.623
49,,2022-10-24 14:05:55.017+07,,::1,GET,/payments,304,286.283,287.71
50,,2022-10-24 14:05:55.907+07,,::1,GET,/payments,304,23.518,25.555
51,,2022-10-24 14:06:31.304+07,,::1,GET,/payments,304,292.23,293.784
52,,2022-10-24 14:06:33.583+07,,::1,GET,/payments,304,12.363,14.102
53,,2022-10-24 14:07:04.736+07,,::1,GET,/payments,304,288.986,290.419
54,,2022-10-24 14:07:06.82+07,,::1,GET,/payments,304,11.421,13.747
55,,2022-10-24 14:11:36.853+07,,::1,GET,/payments,200,315.957,322.543
56,,2022-10-24 14:11:37.082+07,,::1,GET,/payments,200,10.915,12.684
57,,2022-10-24 14:12:41.956+07,,::1,GET,/payments,200,436.424,438.235
58,,2022-10-24 14:16:56.77+07,,::1,GET,/payments,200,388.23,389.892
59,,2022-10-24 14:16:58.084+07,,::1,GET,/payments,200,13.464,14.883
60,,2022-10-24 14:23:59.425+07,,::1,GET,/payments,200,533.58,535.485
61,,2022-10-24 14:24:01.105+07,,::1,GET,/payments,200,19.475,21.462
62,,2022-10-24 14:24:39.696+07,,::1,GET,/payments,200,354.211,355.688
63,,2022-10-24 14:25:36.32+07,,::1,GET,/sellings,200,3333.443,3335.227
64,,2022-10-24 14:25:36.343+07,,::1,GET,/payments,200,2940.636,2943.062
65,,2022-10-24 14:25:36.476+07,,::1,GET,/payments,200,3224.903,3226.739
66,,2022-10-24 14:31:53.124+07,,::1,GET,/payments,200,539.908,541.363
67,,2022-10-24 14:32:55.214+07,,::1,GET,/payments,200,491.815,493.267
68,,2022-10-24 14:35:16.089+07,,::1,GET,/payments,200,420.158,421.971
69,,2022-10-24 14:35:17.892+07,,::1,GET,/payments,200,14.235,17.288
70,,2022-10-24 14:36:18.836+07,,::1,GET,/payments,200,369.929,371.36
71,,2022-10-24 14:37:13.644+07,,::1,GET,/payments,200,526.607,528.117
72,,2022-10-24 14:38:33.191+07,,::1,GET,/payments,200,370.624,371.999
73,,2022-10-24 14:39:23.494+07,,::1,GET,/payments,200,370.421,372.194
74,,2022-10-24 14:39:23.832+07,,::1,GET,/payments,200,43.208,44.36
75,,2022-10-24 14:40:10.05+07,,::1,GET,/payments,200,345.732,347.614
76,,2022-10-24 14:44:57.343+07,,::1,GET,/payments,200,1295.794,1297.264
77,,2022-10-24 14:44:57.32+07,,::1,GET,/payments,200,422.117,423.62
78,,2022-10-24 14:46:05.02+07,,::1,GET,/payments,200,462.105,463.589
79,,2022-10-24 14:48:08.388+07,,::1,GET,/payments,200,350.76,352.672
80,,2022-10-24 14:50:15.317+07,,::1,GET,/payments,200,802.683,804.377
81,,2022-10-24 14:51:01.808+07,,::1,GET,/payments,200,505.797,507.154
82,,2022-10-24 14:53:24.223+07,,::1,GET,/payments,200,299.014,300.444
83,,2022-10-24 14:55:00.333+07,,::1,GET,/payments,200,431.704,433.192
84,,2022-10-24 14:55:30.276+07,,::1,GET,/payments,200,428.226,429.857
85,,2022-10-24 15:11:10.487+07,,::1,GET,/products,200,516.418,517.76
86,,2022-10-24 15:11:13.134+07,,::1,GET,/product/picture/6,200,1639.02,1643.052
87,,2022-10-24 15:11:13.197+07,,::1,GET,/product/picture/3,200,2157.832,2227.462
88,,2022-10-24 15:11:13.206+07,,::1,GET,/product/picture/4,200,1726.358,1751.27
89,,2022-10-24 15:11:13.281+07,,::1,GET,/product/picture/7,200,1686.303,1776.996
90,,2022-10-24 15:11:13.551+07,,::1,GET,/product/picture/8,200,1781.572,2028.268
91,,2022-10-24 15:11:14.259+07,,::1,GET,/product/picture/5,200,1604.873,2778.704
92,,2022-10-24 15:11:14.374+07,,::1,GET,/product/picture/12,200,114.029,132.877
93,,2022-10-24 15:11:14.395+07,,::1,GET,/product/picture/9,200,1071.527,1075.294
94,,2022-10-24 15:11:14.434+07,,::1,GET,/product/picture/10,200,953.794,974.346
95,,2022-10-24 15:11:14.457+07,,::1,GET,/product/picture/11,200,715.297,831.79
96,,2022-10-24 15:19:51.686+07,,::1,GET,/products,200,475.302,476.845
97,,2022-10-24 15:19:52.236+07,,::1,GET,/product/picture/3,200,143.232,167.312
98,,2022-10-24 15:19:52.369+07,,::1,GET,/product/picture/4,200,164.149,210.356
99,,2022-10-24 15:19:52.501+07,,::1,GET,/product/picture/6,200,327.06,330.019
100,,2022-10-24 15:19:52.789+07,,::1,GET,/product/picture/7,200,480.659,614.553
101,,2022-10-24 15:19:56.331+07,,::1,GET,/product/picture/8,200,1036.617,4152.496
102,,2022-10-24 15:19:58.245+07,,::1,GET,/product/picture/5,200,164.25,6083.611
103,,2022-10-24 15:19:58.345+07,,::1,GET,/product/picture/9,200,1988.386,1994.724
104,,2022-10-24 15:19:58.644+07,,::1,GET,/payments,200,317.046,321.531
105,,2022-10-24 15:19:58.768+07,,::1,GET,/product/picture/10,200,2396.303,2413.501
106,,2022-10-24 15:19:58.939+07,,::1,GET,/product/picture/12,200,1044.75,1071.555
107,,2022-10-24 15:19:58.996+07,,::1,GET,/product/picture/11,200,2364.553,2612.287
108,,2022-10-24 15:20:00.152+07,,::1,GET,/payments,200,16.915,18.228
109,,2022-10-24 15:41:23.822+07,,::1,GET,/sellings,200,469.143,471.179
110,,2022-10-24 16:07:01.653+07,,::1,GET,/logs,404,17.741,18.838
111,,2022-10-24 16:08:23.035+07,,::1,GET,/logs,200,80.764,98.708
112,,2022-10-24 16:09:07.816+07,,::1,GET,/sellings,304,428.792,430.227
113,,2022-10-24 16:09:10.469+07,,::1,GET,/products,200,83.225,84.657
114,,2022-10-24 16:09:11.013+07,,::1,GET,/product/picture/3,200,127.486,306.594
115,,2022-10-24 16:09:11.53+07,,::1,GET,/product/picture/4,200,474.374,780.616
116,,2022-10-24 16:09:11.785+07,,::1,GET,/product/picture/6,200,883.612,975.173
117,,2022-10-24 16:09:13.96+07,,::1,GET,/product/picture/7,200,2631.965,3144.094
118,,2022-10-24 16:09:14.589+07,,::1,GET,/payments,200,1599.618,1601.978
119,,2022-10-24 16:09:14.607+07,,::1,GET,/product/picture/8,200,2639.014,3787.59
120,,2022-10-24 16:09:14.629+07,,::1,GET,/product/picture/9,200,2967.761,2971.847
121,,2022-10-24 16:09:15.14+07,,::1,GET,/product/picture/10,200,2190.576,2214.639
122,,2022-10-24 16:09:15.201+07,,::1,GET,/product/picture/5,200,877.437,4402.087
123,,2022-10-24 16:09:15.315+07,,::1,GET,/logs,200,134.993,142.07
124,,2022-10-24 16:09:15.374+07,,::1,GET,/payments,304,189.908,194.166
125,,2022-10-24 16:09:15.492+07,,::1,GET,/product/picture/12,200,327.061,333.235
126,,2022-10-24 16:09:15.657+07,,::1,GET,/product/picture/11,200,334.552,508.183
127,,2022-10-24 16:09:16.67+07,,::1,GET,/payments,304,20.886,22.609
128,,2022-10-24 16:09:17.77+07,,::1,GET,/payments,304,11.511,12.791
129,,2022-10-24 16:09:18.612+07,,::1,GET,/payments,304,13.747,16.335
130,,2022-10-24 16:09:20.008+07,,::1,GET,/payments/image/27,200,178.13,180.66
131,,2022-10-24 16:09:20.346+07,,::1,GET,/payments/image/30,200,476.383,486.166
132,,2022-10-24 16:09:20.514+07,,::1,GET,/payments/image/28,200,659.931,666.573
133,,2022-10-24 16:09:20.599+07,,::1,GET,/payments/image/29,200,723.676,744.604
134,,2022-10-24 16:09:20.64+07,,::1,GET,/payments/image/31,200,772.255,775.084
135,,2022-10-24 16:09:28.938+07,,::1,GET,/sellings,304,40.996,42.082
136,,2022-10-24 16:11:07.296+07,,::1,GET,/payments,304,469.345,482.847
137,,2022-10-24 16:11:10.157+07,,::1,GET,/payments,304,23.21,24.536
138,,2022-10-24 16:11:13.354+07,,::1,GET,/sellings,304,36.334,37.931
139,,2022-10-24 16:11:15.057+07,,::1,GET,/products,304,14.335,15.369
140,,2022-10-24 16:11:15.347+07,,::1,GET,/product/picture/3,304,83.861,85.138
